,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325
hsa00072,Synthesis and degradation of ketone bodies - Homo sapiens (human),C00332,C00024,C01089,C00207,C00164,C00356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00100,Steroid biosynthesis - Homo sapiens (human),C05107,C15808,C05439,C01789,C02141,C05103,C02530,C21106,C01561,C03428,C00448,C01164,C22136,C01802,C22123,C22112,C15915,C01902,C00187,C08813,C15781,C15780,C05109,C03845,C22122,C15782,C01724,C01189,C15816,C01694,C22120,C01673,C00751,C11455,C05441,C11523,C05437,C11522,C11508,C15783,C15778,C08821,C18231,C05440,C01943,C01054,C04525,C07712,C01753,C15777,C22119,C22116,C15776,C22121,C05108,C05443,C08830,C05442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00120,Primary bile acid biosynthesis - Homo sapiens (human),C01794,C05449,C05468,C05466,C01301,C05448,C05444,C01921,C05455,C13550,C17333,C00187,C17337,C04722,C05451,C05446,C05452,C04554,C15519,C17346,C17336,C05453,C17339,C17332,C15614,C17335,C17331,C02528,C00037,C17345,C00245,C06341,C05467,C00695,C05454,C15610,C05447,C17343,C05465,C05445,C15518,C05337,C05122,C15613,C05460,C15520,C03594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00130,Ubiquinone and other terpenoid-quinone biosynthesis - Homo sapiens (human),C14155,C00251,C20772,C17010,C03657,C01179,C02949,C05819,C03313,C02059,C00423,C16695,C10793,C14151,C00390,C18132,C16519,C17017,C21860,C18135,C05427,C02730,C00082,C17559,C19859,C19858,C00811,C17570,C00156,C16999,C05817,C00341,C05849,C20265,C00353,C17551,C02477,C17412,C05847,C14154,C20737,C18133,C14152,C20773,C00544,C06986,C04145,C03964,C19847,C17018,C17552,C05848,C00828,C13309,C14153,C15883,C20738,C22039,C00223,C14156,C02483,C18131,C21084,C03160,C00885,C05807,C15547,C15882,C18134,C03993,C17554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00140,Steroid hormone biosynthesis - Homo sapiens (human),C05285,C00951,C05474,C05488,C05470,C05501,C04042,C00187,C05469,C05291,C05139,C05293,C00410,C03205,C13712,C05498,C11132,C03852,C01227,C18045,C08358,C05284,C05483,C02537,C18044,C05478,C05294,C18039,C05475,C01176,C01953,C11131,C00523,C05497,C05480,C04676,C11133,C05300,C05499,C05295,C05482,C04295,C05490,C13713,C05481,C08359,C03935,C02538,C05298,C03681,C11135,C00535,C01780,C18042,C03772,C05140,C05504,C05299,C00735,C18075,C18043,C05484,C05290,C03917,C00468,C18040,C05487,C00674,C05473,C11134,C11136,C03747,C18038,C05296,C04555,C18041,C05500,C05297,C05503,C04373,C04518,C05477,C05502,C05141,C02373,C05489,C00280,C05485,C05471,C05302,C00762,C02140,C01124,C05472,C05479,C05301,C05476,C08357,C05138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00190,Oxidative phosphorylation - Homo sapiens (human),C00002,C00080,C00009,C00001,C00042,C00003,C00013,C00536,C00008,C00004,C00007,C00122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00220,Arginine biosynthesis - Homo sapiens (human),C01250,C20951,C01010,C00026,C00437,C00077,C00624,C00169,C00014,C00122,C00025,C00086,C20949,C15532,C00011,C00327,C03406,C00064,C00049,C04133,C00062,C20950,C20948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00230,Purine metabolism - Homo sapiens (human),C02718,C01762,C00039,C04751,C01344,C01228,C00360,C06193,C00053,C03483,C00037,C00294,C00575,C00086,C05239,C00046,C02348,C00011,C00130,C04677,C00020,C00206,C04376,C11821,C00559,C04823,C05512,C00942,C04640,C00366,C00144,C04734,C00054,C00620,C00362,C00330,C00209,C00301,C01444,C00059,C01345,C02350,C15667,C00361,C00002,C00224,C00387,C00802,C03373,C01367,C00131,C04494,C05993,C03614,C00044,C05516,C00242,C00169,C02353,C00035,C00048,C06196,C04051,C00499,C00147,C05513,C00700,C06435,C02091,C01261,C03090,C00262,C00008,C04392,C00385,C00081,C03838,C06194,C00119,C00288,C06433,C00104,C00655,C00014,C05515,C12248,C06195,C03794,C00117,C00603,C06197,C01260,C00286,C00064,C00212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00232,Caffeine metabolism - Homo sapiens (human),C16352,C21144,C07480,C16355,C16358,C01762,C16360,C07130,C16359,C00048,C07481,C16366,C16362,C16364,C16365,C16356,C16363,C00385,C16361,C16353,C13747,C16357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00240,Pyrimidine metabolism - Homo sapiens (human),C00364,C21028,C00039,C00214,C00075,C01103,C00429,C00239,C00099,C01346,C20249,C00105,C00460,C00380,C00813,C00475,C20253,C20254,C00112,C00169,C02067,C00337,C02642,C11038,C00526,C05281,C00029,C00222,C00363,C00015,C00295,C00063,C00438,C00086,C05822,C00046,C00705,C06198,C00459,C01205,C00365,C15607,C20846,C20231,C02170,C00383,C00106,C00064,C01563,C01368,C03997,C00672,C11039,C02376,C00055,C02354,C00299,C00178,C00881,C21029,C00458,C01168,C02355,C01013,C00119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00250,"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",C00232,C03912,C02362,C20775,C00352,C00026,C20776,C00022,C00014,C00169,C03794,C00152,C00402,C00025,C00122,C12270,C00438,C00334,C00158,C00041,C03090,C01042,C00940,C03406,C00064,C00036,C00042,C00049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00260,"Glycine, serine and threonine metabolism - Homo sapiens (human)",C00188,C00263,C02051,C00258,C00576,C06442,C00109,C01026,C00168,C02291,C00213,C00719,C00300,C00022,C00546,C00986,C01102,C00014,C01726,C03283,C00048,C00143,C00078,C19929,C00441,C00037,C02972,C01242,C01888,C05519,C00631,C02855,C00114,C06231,C03508,C00011,C00581,C00430,C00101,C16432,C00065,C02737,C00197,C03082,C03194,C00049,C03232,C01005,C00097,C00740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00270,Cysteine and methionine metabolism - Homo sapiens (human),C11481,C02218,C05528,C00263,C00051,C05824,C01817,C15650,C01962,C05524,C05526,C00109,C21015,C00155,C01234,C06547,C08276,C02291,C18049,C00506,C00793,C21016,C22359,C15606,C15651,C02989,C00022,C05823,C00979,C00957,C00059,C05527,C00441,C01118,C01137,C19787,C02356,C00409,C00021,C00491,C00041,C11537,C09306,C00170,C00065,C00197,C03082,C00073,C11499,C04188,C04582,C00283,C00019,C03089,C00606,C00049,C00094,C01180,C01005,C03232,C03145,C01077,C00097,C03539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00280,"Valine, leucine and isoleucine degradation - Homo sapiens (human)",C00123,C00683,C00233,C15972,C00183,C06000,C15974,C20827,C02939,C15977,C05996,C03069,C00671,C15975,C15979,C03231,C03345,C00024,C00100,C15976,C00407,C00630,C00141,C15980,C01205,C00164,C00332,C02170,C03344,C06001,C15973,C03284,C06002,C01213,C04405,C05998,C00068,C15978,C03460,C00091,C00356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hsa00290,"Valine, leucine and isoleucine biosynthesis - Homo sapiens (human)",C00123,C00233,C00188,C00183,C00109,C06010,C14463,C02226,C00671,C00022,C06032,C04272,C02612,C00024,C06007,C04236,C02631,C04411,C00407,C06006,C00141,C02504,C04181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
